"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
6.456817707E2,6.518022517E1,2.532540035E1,-3.973866549E0,1.570000052E0,1.896999969E2,9.935046196E0,2.500000000E0
6.466822462E2,6.518021138E1,2.532539406E1,-4.088118772E0,1.529999971E0,1.903000031E2,9.935046196E0,2.500000000E0
6.476816880E2,6.518019756E1,2.532538926E1,-4.193459528E0,1.529999971E0,1.878000031E2,9.935046196E0,2.500000000E0
6.486815798E2,6.518018277E1,2.532538431E1,-4.216219263E0,1.500000000E0,1.875000000E2,9.935046196E0,2.500000000E0
6.496817801E2,6.518016933E1,2.532537971E1,-4.282924913E0,1.429999948E0,1.893999939E2,9.935046196E0,2.500000000E0
6.506822410E2,6.518015561E1,2.532537072E1,-4.175925305E0,1.590000033E0,1.951999969E2,9.935046196E0,2.500000000E0
6.516816684E2,6.518014155E1,2.532536419E1,-4.380875685E0,1.620000005E0,1.883999939E2,9.935046196E0,2.500000000E0
6.526820945E2,6.518012645E1,2.532536243E1,-4.332101379E0,1.740000010E0,1.831000061E2,9.935046196E0,2.500000000E0
6.536822600E2,6.518011158E1,2.532535902E1,-4.209230861E0,1.659999967E0,1.868999939E2,9.935046196E0,2.500000000E0
6.546820160E2,6.518009683E1,2.532535591E1,-4.035945300E0,1.610000014E0,1.871000061E2,9.935046196E0,2.500000000E0
6.556821931E2,6.518008358E1,2.532535280E1,-3.952015962E0,1.509999990E0,1.878000031E2,9.935046196E0,2.500000000E0
6.566820741E2,6.518006954E1,2.532534800E1,-3.778364907E0,1.610000014E0,1.898999939E2,9.935046196E0,2.500000000E0
6.576814057E2,6.518005637E1,2.532534144E1,-3.730996404E0,1.529999971E0,1.926000061E2,9.935046196E0,2.500000000E0
6.586818249E2,6.518004384E1,2.532533331E1,-3.744724749E0,1.529999971E0,1.933999939E2,9.935046196E0,2.500000000E0
6.596822494E2,6.518003067E1,2.532532730E1,-3.484221362E0,1.519999981E0,1.910000000E2,9.935046196E0,2.500000000E0
6.606815500E2,6.518001713E1,2.532532290E1,-3.558800454E0,1.480000019E0,1.858000031E2,9.935046196E0,2.500000000E0
6.616821529E2,6.518000333E1,2.532531972E1,-3.361345463E0,1.570000052E0,1.878000031E2,9.935046196E0,2.500000000E0
6.626819630E2,6.517998978E1,2.532531686E1,-3.453868557E0,1.519999981E0,1.851000061E2,9.935046196E0,2.500000000E0
6.636816259E2,6.517997549E1,2.532531773E1,-3.538455912E0,1.580000043E0,1.783999939E2,9.935046196E0,2.500000000E0
6.646818203E2,6.517996315E1,2.532532156E1,-3.505978187E0,1.539999962E0,1.711000061E2,9.935046196E0,2.500000000E0
6.656821340E2,6.517994980E1,2.532533380E1,-3.572802359E0,1.470000029E0,1.565000000E2,9.935046196E0,2.500000000E0
6.666819959E2,6.517993724E1,2.532535224E1,-3.703102169E0,1.580000043E0,1.435000000E2,9.935046196E0,2.500000000E0
6.676816747E2,6.517992655E1,2.532537631E1,-3.653286973E0,1.559999943E0,1.326000061E2,9.935046196E0,2.500000000E0
6.686821285E2,6.517991787E1,2.532540546E1,-3.609209008E0,1.610000014E0,1.214000015E2,9.935046196E0,2.500000000E0
6.696818945E2,6.517991248E1,2.532543980E1,-3.910224365E0,1.629999995E0,1.079000015E2,9.935046196E0,2.500000000E0
6.706816008E2,6.517990605E1,2.532547710E1,-4.202388470E0,1.779999971E0,1.130000000E2,9.935046196E0,2.500000000E0
6.716822426E2,6.517989727E1,2.532552480E1,-3.901836774E0,2.349999905E0,1.151999969E2,9.935046196E0,2.500000000E0
6.726814916E2,6.517988641E1,2.532557755E1,-3.432703855E0,2.700000048E0,1.180999985E2,9.935046196E0,2.500000000E0
6.736822555E2,6.517987654E1,2.532563150E1,-4.291391002E0,2.670000076E0,1.160999985E2,9.935046196E0,2.500000000E0
6.746821014E2,6.517986779E1,2.532568606E1,-4.422051239E0,2.710000038E0,1.126999969E2,9.935046196E0,2.500000000E0
6.756814231E2,6.517986016E1,2.532574023E1,-4.099220912E0,2.730000019E0,1.108000031E2,9.935046196E0,2.500000000E0
6.766815141E2,6.517985240E1,2.532578948E1,-4.204309051E0,2.670000076E0,1.155000000E2,9.935046196E0,2.500000000E0
6.776818858E2,6.517984603E1,2.532583823E1,-4.308299361E0,2.650000095E0,1.111999969E2,9.935046196E0,2.500000000E0
6.786821297E2,6.517983443E1,2.532588092E1,-4.718257576E0,2.680000067E0,1.220999985E2,9.935046196E0,2.500000000E0
6.796815133E2,6.517982457E1,2.532592826E1,-4.638042334E0,2.670000076E0,1.180999985E2,9.935046196E0,2.500000000E0
6.806817807E2,6.517981804E1,2.532597756E1,-4.109891336E0,2.630000114E0,1.144000015E2,9.935046196E0,2.500000000E0
6.816820047E2,6.517981098E1,2.532602323E1,-4.097548952E0,2.619999886E0,1.165000000E2,9.935046196E0,2.500000000E0
6.826815883E2,6.517980481E1,2.532606936E1,-3.808412483E0,2.619999886E0,1.150000000E2,9.935046196E0,2.500000000E0
6.836816011E2,6.517979797E1,2.532611653E1,-3.142139226E0,2.609999895E0,1.099000015E2,9.935046196E0,2.500000000E0
6.846822613E2,6.517978804E1,2.532615943E1,-3.088353122E0,2.609999895E0,1.170000000E2,9.935046196E0,2.500000000E0
6.856818203E2,6.517978130E1,2.532620511E1,-3.343344883E0,2.519999981E0,1.155000000E2,9.935046196E0,2.500000000E0
6.866819755E2,6.517977507E1,2.532625077E1,-3.345163076E0,2.539999962E0,1.135999985E2,9.935046196E0,2.500000000E0
6.876815123E2,6.517976838E1,2.532629560E1,-3.454281021E0,2.579999924E0,1.156999969E2,9.935046196E0,2.500000000E0
6.886817767E2,6.517976136E1,2.532634051E1,-3.003767436E0,2.579999924E0,1.126999969E2,9.935046196E0,2.500000000E0
6.896821520E2,6.517975467E1,2.532638572E1,-3.454621140E0,2.559999943E0,1.136999969E2,9.935046196E0,2.500000000E0
6.906817640E2,6.517974628E1,2.532642930E1,-4.075091039E0,2.589999914E0,1.215999985E2,9.935046196E0,2.500000000E0
6.916822211E2,6.517973982E1,2.532647913E1,-4.268680692E0,2.630000114E0,1.110000000E2,9.935046196E0,2.500000000E0
6.926815458E2,6.517973297E1,2.532652627E1,-3.700613008E0,2.589999914E0,1.120999985E2,9.935046196E0,2.500000000E0
6.936818172E2,6.517972532E1,2.532656898E1,-3.193214813E0,2.519999981E0,1.136999969E2,9.935046196E0,2.500000000E0
6.946821750E2,6.517971835E1,2.532661518E1,-3.174890922E0,2.539999962E0,1.100999985E2,9.935046196E0,2.500000000E0
6.956816176E2,6.517971173E1,2.532666075E1,-3.328381307E0,2.529999971E0,1.105999985E2,9.935046196E0,2.500000000E0
6.966813368E2,6.517970421E1,2.532670742E1,-3.280821202E0,2.539999962E0,1.144000015E2,9.935046196E0,2.500000000E0
6.976821622E2,6.517969785E1,2.532675599E1,-3.367416548E0,2.559999943E0,1.098000031E2,9.935046196E0,2.500000000E0
6.986818139E2,6.517968914E1,2.532680122E1,-2.552033888E0,2.569999933E0,1.118000031E2,9.935046196E0,2.500000000E0
6.996813656E2,6.517968077E1,2.532684465E1,-2.396746998E0,2.559999943E0,1.108000031E2,9.935046196E0,2.500000000E0
7.006818061E2,6.517967281E1,2.532688809E1,-2.240666855E0,2.549999952E0,1.153000031E2,9.935046196E0,2.500000000E0
7.016815253E2,6.517966401E1,2.532693477E1,-1.813223297E0,2.579999924E0,1.140000000E2,9.935046196E0,2.500000000E0
7.026816888E2,6.517965691E1,2.532698316E1,-2.360389602E0,2.559999943E0,1.103000031E2,9.935046196E0,2.500000000E0
7.036820019E2,6.517964978E1,2.532703291E1,-2.544945740E0,2.579999924E0,1.110000000E2,9.935046196E0,2.500000000E0
7.046817113E2,6.517964148E1,2.532708331E1,-2.721383477E0,2.589999914E0,1.128000031E2,9.935046196E0,2.500000000E0
7.056820194E2,6.517963062E1,2.532712662E1,-2.366449372E0,2.559999943E0,1.190999985E2,9.935046196E0,2.500000000E0
7.066822270E2,6.517962072E1,2.532716996E1,-2.256755000E0,2.539999962E0,1.163000031E2,9.935046196E0,2.500000000E0
7.076816114E2,6.517961421E1,2.532721943E1,-2.000454578E0,2.589999914E0,1.115999985E2,9.935046196E0,2.500000000E0
7.086813377E2,6.517960847E1,2.532726716E1,-1.580214482E0,2.500000000E0,1.100000000E2,9.935046196E0,2.500000000E0
7.096820225E2,6.517960270E1,2.532731447E1,-1.878785497E0,2.549999952E0,1.105000000E2,9.935046196E0,2.500000000E0
7.106813585E2,6.517959597E1,2.532736205E1,-1.906665055E0,2.579999924E0,1.083000031E2,9.935046196E0,2.500000000E0
7.116816191E2,6.517958845E1,2.532741122E1,-2.608310970E0,2.589999914E0,1.113000031E2,9.935046196E0,2.500000000E0
7.126820143E2,6.517958179E1,2.532745991E1,-2.378560933E0,2.549999952E0,1.105999985E2,9.935046196E0,2.500000000E0
7.136815390E2,6.517957480E1,2.532750877E1,-2.586860013E0,2.549999952E0,1.109000015E2,9.935046196E0,2.500000000E0
7.146821755E2,6.517957093E1,2.532755975E1,-2.128534227E0,2.630000114E0,1.014000015E2,9.935046196E0,2.500000000E0
7.156814484E2,6.517956423E1,2.532760946E1,-1.857219014E0,2.599999905E0,1.095999985E2,9.935046196E0,2.500000000E0
7.166821530E2,6.517955575E1,2.532765853E1,-1.714015839E0,2.589999914E0,1.106999969E2,9.935046196E0,2.500000000E0
7.176813660E2,6.517954957E1,2.532770675E1,-2.158094271E0,2.539999962E0,1.096999969E2,9.935046196E0,2.500000000E0
7.186819515E2,6.517954342E1,2.532775574E1,-2.767944039E0,2.549999952E0,1.091999969E2,9.935046196E0,2.500000000E0
7.196816297E2,6.517953741E1,2.532780464E1,-2.597520459E0,2.559999943E0,1.075999985E2,9.935046196E0,2.500000000E0
7.206822429E2,6.517953032E1,2.532785073E1,-2.813449476E0,2.450000048E0,1.095000000E2,9.935046196E0,2.500000000E0
7.216817590E2,6.517952318E1,2.532789775E1,-2.272908545E0,2.509999990E0,1.126999969E2,9.935046196E0,2.500000000E0
7.226815263E2,6.517951651E1,2.532794689E1,-1.780768276E0,2.519999981E0,1.090000000E2,9.935046196E0,2.500000000E0
7.236820531E2,6.517951229E1,2.532799509E1,-1.369439982E0,2.529999971E0,1.046999969E2,9.935046196E0,2.500000000E0
7.246817540E2,6.517950683E1,2.532804310E1,-1.932659448E0,2.509999990E0,1.060000000E2,9.935046196E0,2.500000000E0
7.256816969E2,6.517950149E1,2.532809215E1,-1.306730803E0,2.539999962E0,1.053000031E2,9.935046196E0,2.500000000E0
7.266817706E2,6.517949647E1,2.532814005E1,-5.960247320E-1,2.539999962E0,1.029000015E2,9.935046196E0,2.500000000E0
7.276814257E2,6.517948929E1,2.532818724E1,-1.255373884E0,2.539999962E0,1.081999969E2,9.935046196E0,2.500000000E0
7.286820370E2,6.517948392E1,2.532823609E1,-1.802907182E0,2.529999971E0,1.073000031E2,9.935046196E0,2.500000000E0
7.296814112E2,6.517947966E1,2.532828695E1,-1.819556820E0,2.569999933E0,1.049000015E2,9.935046196E0,2.500000000E0
7.306817963E2,6.517947459E1,2.532833544E1,-1.834863783E0,2.559999943E0,1.053000031E2,9.935046196E0,2.500000000E0
7.316815228E2,6.517946778E1,2.532838313E1,-2.237377078E0,2.549999952E0,1.070999985E2,9.935046196E0,2.500000000E0
7.326820326E2,6.517946254E1,2.532843202E1,-1.969724888E0,2.529999971E0,1.014000015E2,9.935046196E0,2.500000000E0
7.336817708E2,6.517945611E1,2.532848070E1,-1.772567754E0,2.529999971E0,1.069000015E2,9.935046196E0,2.500000000E0
7.346822195E2,6.517945155E1,2.532853226E1,-1.885713676E0,2.549999952E0,1.023000031E2,9.935046196E0,2.500000000E0
7.356817686E2,6.517944538E1,2.532858285E1,-1.735187125E0,2.549999952E0,1.073000031E2,9.935046196E0,2.500000000E0
7.366822323E2,6.517943665E1,2.532863213E1,-1.369083402E0,2.539999962E0,1.119000015E2,9.935046196E0,2.500000000E0
7.376815321E2,6.517943044E1,2.532868197E1,-1.379323593E0,2.519999981E0,1.078000031E2,9.935046196E0,2.500000000E0
7.386819439E2,6.517942526E1,2.532873342E1,-1.793189446E0,2.539999962E0,1.034000015E2,9.935046196E0,2.500000000E0
7.396822033E2,6.517941768E1,2.532878320E1,-2.175377209E0,2.529999971E0,1.105000000E2,9.935046196E0,2.500000000E0
7.406820045E2,6.517941205E1,2.532883455E1,-1.764291687E0,2.509999990E0,1.063000031E2,9.935046196E0,2.500000000E0
7.416819097E2,6.517940667E1,2.532888428E1,-1.675106049E0,2.509999990E0,1.055000000E2,9.935046196E0,2.500000000E0
7.426822247E2,6.517939972E1,2.532893500E1,-1.856061018E0,2.500000000E0,1.095999985E2,9.935046196E0,2.500000000E0
7.436817588E2,6.517939537E1,2.532898763E1,-2.360136998E0,2.519999981E0,1.026999969E2,9.935046196E0,2.500000000E0
7.446814863E2,6.517938999E1,2.532903683E1,-2.373124326E0,2.490000010E0,1.043000031E2,9.935046196E0,2.500000000E0
7.456816123E2,6.517938274E1,2.532908467E1,-2.951662767E0,2.460000038E0,1.090999985E2,9.935046196E0,2.500000000E0
7.466814233E2,6.517937466E1,2.532913357E1,-2.616138069E0,2.480000019E0,1.098000031E2,9.935046196E0,2.500000000E0
7.476820211E2,6.517936995E1,2.532918534E1,-2.534093448E0,2.500000000E0,1.025000000E2,9.935046196E0,2.500000000E0
7.486819862E2,6.517936326E1,2.532923959E1,-4.251851999E0,2.500000000E0,1.055999985E2,9.935046196E0,2.500000000E0
7.496818038E2,6.517935604E1,2.532929166E1,-5.117437897E0,2.480000019E0,1.134000015E2,9.935046196E0,2.500000000E0
7.506815658E2,6.517935260E1,2.532934227E1,-5.081658807E0,2.519999981E0,1.058000031E2,9.935046196E0,2.500000000E0
7.516816452E2,6.517935112E1,2.532939150E1,-4.979047494E0,2.500000000E0,1.024000015E2,9.935046196E0,2.500000000E0
7.526819937E2,6.517934773E1,2.532944265E1,-4.872589604E0,2.519999981E0,1.046999969E2,9.935046196E0,2.500000000E0
7.536816455E2,6.517934389E1,2.532949257E1,-5.306231849E0,2.519999981E0,1.060000000E2,9.935046196E0,2.500000000E0
7.546821676E2,6.517933740E1,2.532954517E1,-5.535160286E0,2.549999952E0,1.095999985E2,9.935046196E0,2.500000000E0
7.556817803E2,6.517933229E1,2.532959581E1,-5.495229967E0,2.519999981E0,1.051999969E2,9.935046196E0,2.500000000E0
7.566822314E2,6.517932638E1,2.532964672E1,-4.977393919E0,2.539999962E0,1.068000031E2,9.935046196E0,2.500000000E0
7.576817913E2,6.517932124E1,2.532969612E1,-3.994043439E0,2.490000010E0,1.068000031E2,9.935046196E0,2.500000000E0
7.586822205E2,6.517931818E1,2.532974836E1,-4.013012730E0,2.529999971E0,1.043000031E2,9.935046196E0,2.500000000E0
7.596819221E2,6.517931194E1,2.532979781E1,-5.035337962E0,2.500000000E0,1.080999985E2,9.935046196E0,2.500000000E0
7.606815553E2,6.517930786E1,2.532984309E1,-4.075365354E0,2.400000095E0,1.098000031E2,9.935046196E0,2.500000000E0
7.616820090E2,6.517930410E1,2.532989293E1,-3.750096526E0,2.529999971E0,1.068000031E2,9.935046196E0,2.500000000E0
7.626815739E2,6.517929875E1,2.532994291E1,-4.614218965E0,2.490000010E0,1.085000000E2,9.935046196E0,2.500000000E0
7.636820111E2,6.517929767E1,2.532999608E1,-5.064768637E0,2.519999981E0,9.880000305E1,9.935046196E0,2.500000000E0
7.646815465E2,6.517929479E1,2.533004741E1,-5.151914482E0,2.490000010E0,1.041999969E2,9.935046196E0,2.500000000E0
7.656821338E2,6.517929359E1,2.533009988E1,-4.935777232E0,2.500000000E0,1.014000015E2,9.935046196E0,2.500000000E0
7.666816098E2,6.517928759E1,2.533014784E1,-4.596225462E0,2.539999962E0,1.113000031E2,9.935046196E0,2.500000000E0
7.676815704E2,6.517928442E1,2.533019908E1,-4.001547452E0,2.529999971E0,1.025000000E2,9.935046196E0,2.500000000E0
7.686820062E2,6.517928183E1,2.533025027E1,-3.400033805E0,2.480000019E0,1.049000015E2,9.935046196E0,2.500000000E0
7.696815848E2,6.517927703E1,2.533029900E1,-2.747250049E0,2.460000038E0,1.064000015E2,9.935046196E0,2.500000000E0
7.706820060E2,6.517927471E1,2.533035142E1,-2.796615181E0,2.519999981E0,1.025000000E2,9.935046196E0,2.500000000E0
7.716822369E2,6.517927125E1,2.533040296E1,-2.373628859E0,2.529999971E0,1.071999969E2,9.935046196E0,2.500000000E0
7.726817780E2,6.517926658E1,2.533045564E1,-1.955585539E0,2.519999981E0,1.085000000E2,9.935046196E0,2.500000000E0
7.736816258E2,6.517926243E1,2.533050506E1,-1.059210653E0,2.500000000E0,1.080999985E2,9.935046196E0,2.500000000E0
7.746821490E2,6.517925941E1,2.533055581E1,-1.167108508E0,2.500000000E0,1.039000015E2,9.935046196E0,2.500000000E0
7.756818206E2,6.517925525E1,2.533060470E1,-8.011902726E-1,2.490000010E0,1.074000015E2,9.935046196E0,2.500000000E0
7.766816796E2,6.517925118E1,2.533065473E1,-1.297698598E0,2.519999981E0,1.045000000E2,9.935046196E0,2.500000000E0
7.776823427E2,6.517924565E1,2.533070315E1,-1.394426265E0,2.509999990E0,1.086999969E2,9.935046196E0,2.500000000E0
7.786821690E2,6.517924057E1,2.533075264E1,-3.756754142E-1,2.480000019E0,1.086999969E2,9.935046196E0,2.500000000E0
7.796815162E2,6.517923929E1,2.533080425E1,-6.678390914E-1,2.539999962E0,1.010999985E2,9.935046196E0,2.500000000E0
7.806820099E2,6.517923886E1,2.533085575E1,-9.846003835E-1,2.519999981E0,9.390000153E1,9.935046196E0,2.500000000E0
7.816822446E2,6.517923596E1,2.533090310E1,-7.610170898E-1,2.539999962E0,1.035000000E2,9.935046196E0,2.500000000E0
7.826819143E2,6.517922978E1,2.533094979E1,-4.498468541E-1,2.500000000E0,1.114000015E2,9.935046196E0,2.500000000E0
7.836815774E2,6.517922532E1,2.533099855E1,-4.758962733E-1,2.509999990E0,1.025000000E2,9.935046196E0,2.500000000E0
7.846815432E2,6.517922246E1,2.533104755E1,1.459408873E-2,2.450000048E0,1.020000000E2,9.935046196E0,2.500000000E0
7.856817828E2,6.517921918E1,2.533109779E1,2.252997672E-1,2.490000010E0,1.018000031E2,9.935046196E0,2.500000000E0
7.866817617E2,6.517921613E1,2.533114889E1,-8.746634316E-1,2.480000019E0,9.869999695E1,9.935046196E0,2.500000000E0
7.876819866E2,6.517921242E1,2.533119395E1,-2.054522606E0,2.460000038E0,1.009000015E2,9.935046196E0,2.500000000E0
7.886814500E2,6.517920785E1,2.533124037E1,-2.472723349E0,2.460000038E0,1.021999969E2,9.935046196E0,2.500000000E0
7.896817941E2,6.517920647E1,2.533129013E1,-2.912470380E0,2.500000000E0,9.419999695E1,9.935046196E0,2.500000000E0
7.906822482E2,6.517920446E1,2.533133958E1,-3.543379272E0,2.480000019E0,9.769999695E1,9.935046196E0,2.500000000E0
7.916815011E2,6.517919960E1,2.533138813E1,-2.464997387E0,2.450000048E0,1.021999969E2,9.935046196E0,2.500000000E0
7.926817025E2,6.517919624E1,2.533143726E1,-2.898762122E0,2.460000038E0,1.004000015E2,9.935046196E0,2.500000000E0
7.936813945E2,6.517919670E1,2.533149020E1,-1.821053338E0,2.519999981E0,9.040000153E1,9.935046196E0,2.500000000E0
7.946821196E2,6.517919685E1,2.533154267E1,-1.993283464E0,2.450000048E0,9.090000153E1,9.935046196E0,2.500000000E0
7.956822260E2,6.517919338E1,2.533159385E1,-1.441513041E0,2.450000048E0,9.440000153E1,9.935046196E0,2.500000000E0
7.966815517E2,6.517919165E1,2.533164622E1,-1.661044500E0,2.480000019E0,9.240000153E1,9.935046196E0,2.500000000E0
7.976817641E2,6.517918649E1,2.533169978E1,-5.974319096E-1,2.500000000E0,1.010999985E2,9.935046196E0,2.500000000E0
7.986814871E2,6.517918566E1,2.533175202E1,-7.701498792E-1,2.509999990E0,8.980000305E1,9.935046196E0,2.500000000E0
7.996815721E2,6.517917925E1,2.533180082E1,-9.249825048E-1,2.500000000E0,1.018000031E2,9.935046196E0,2.500000000E0
8.006816105E2,6.517917614E1,2.533184886E1,-1.217756387E0,2.410000086E0,9.759999847E1,9.935046196E0,2.500000000E0
8.016819517E2,6.517917501E1,2.533189969E1,-9.167196247E-1,2.430000067E0,9.369999695E1,9.935046196E0,2.500000000E0
8.026820869E2,6.517917431E1,2.533195112E1,-9.251922265E-1,2.460000038E0,9.209999847E1,9.935046196E0,2.500000000E0
8.036815793E2,6.517917335E1,2.533200132E1,-2.102915449E0,2.420000076E0,8.959999847E1,9.935046196E0,2.500000000E0
8.046813340E2,6.517916775E1,2.533205038E1,-2.403134166E0,2.440000057E0,9.859999847E1,9.935046196E0,2.500000000E0
8.056822366E2,6.517916712E1,2.533210048E1,-2.563340484E0,2.460000038E0,9.240000153E1,9.935046196E0,2.500000000E0
8.066818214E2,6.517916339E1,2.533215056E1,-3.484653664E0,2.440000057E0,9.859999847E1,9.935046196E0,2.500000000E0
8.076822182E2,6.517915976E1,2.533219829E1,-3.659385363E0,2.430000067E0,9.419999695E1,9.935046196E0,2.500000000E0
8.086819418E2,6.517915775E1,2.533224689E1,-2.825328619E0,2.430000067E0,9.559999847E1,9.935046196E0,2.500000000E0
8.096814631E2,6.517915595E1,2.533229558E1,-2.548889149E0,2.430000067E0,9.240000153E1,9.935046196E0,2.500000000E0
8.106815182E2,6.517915243E1,2.533234598E1,-2.280627171E0,2.460000038E0,1.018000031E2,9.935046196E0,2.500000000E0
8.116820057E2,6.517915217E1,2.533239560E1,-2.437659948E0,2.450000048E0,9.269999695E1,9.935046196E0,2.500000000E0
8.126815195E2,6.517915052E1,2.533244685E1,-2.768886024E0,2.430000067E0,9.090000153E1,9.935046196E0,2.500000000E0
8.136822207E2,6.517914799E1,2.533249416E1,-2.710219922E0,2.400000095E0,9.550000000E1,9.935046196E0,2.500000000E0
8.146815409E2,6.517914455E1,2.533254539E1,-3.100344039E0,2.400000095E0,1.006999969E2,9.935046196E0,2.500000000E0
8.156818146E2,6.517914202E1,2.533259364E1,-2.552358890E0,2.380000114E0,9.769999695E1,9.935046196E0,2.500000000E0
8.166819852E2,6.517914379E1,2.533264009E1,-2.072552529E0,2.369999886E0,9.600000000E1,9.935046196E0,2.500000000E0
8.176815423E2,6.517914777E1,2.533268654E1,-1.696751172E0,2.390000105E0,8.680000305E1,9.935046196E0,2.500000000E0
8.186819267E2,6.517915432E1,2.533273047E1,-1.786466763E0,2.339999914E0,8.290000153E1,9.935046196E0,2.500000000E0
8.196821127E2,6.517916184E1,2.533276986E1,-1.568444542E0,2.369999886E0,8.259999847E1,9.935046196E0,2.500000000E0
8.206823229E2,6.517916644E1,2.533281269E1,-1.009416722E0,2.359999895E0,8.840000153E1,9.935046196E0,2.500000000E0
8.216816089E2,6.517916848E1,2.533285747E1,-3.795253998E-1,2.359999895E0,9.219999695E1,9.935046196E0,2.500000000E0
8.226820205E2,6.517916916E1,2.533290194E1,-8.287960659E-1,2.390000105E0,8.669999695E1,9.935046196E0,2.500000000E0
8.236817090E2,6.517916760E1,2.533294664E1,-1.258046040E0,2.400000095E0,9.240000153E1,9.935046196E0,2.500000000E0
8.246821887E2,6.517916730E1,2.533299432E1,-1.296182725E0,2.400000095E0,9.290000153E1,9.935046196E0,2.500000000E0
8.256819107E2,6.517916885E1,2.533303983E1,-9.820258668E-1,2.380000114E0,8.930000305E1,9.935046196E0,2.500000000E0
8.266814137E2,6.517917042E1,2.533308492E1,-1.392600553E0,2.410000086E0,8.930000305E1,9.935046196E0,2.500000000E0
8.276817654E2,6.517917069E1,2.533313160E1,-1.157666444E0,2.390000105E0,9.130000305E1,9.935046196E0,2.500000000E0
8.286815093E2,6.517915918E1,2.533317577E1,-4.999975323E-1,2.569999933E0,1.184000015E2,9.935046196E0,2.500000000E0
8.296815854E2,6.517914648E1,2.533319454E1,-1.011339779E0,1.820000052E0,1.423999939E2,9.935046196E0,2.500000000E0
8.306821268E2,6.517913583E1,2.533319907E1,-1.604778357E0,1.490000010E0,1.506000061E2,9.935046196E0,2.500000000E0
8.316815544E2,6.517912806E1,2.533320979E1,-1.595006598E0,1.240000010E0,1.278000031E2,9.935046196E0,2.500000000E0
8.326817804E2,6.517913041E1,2.533322978E1,-1.856722263E0,1.200000048E0,8.980000305E1,9.935046196E0,2.500000000E0
8.336816258E2,6.517914259E1,2.533323866E1,-2.220801125E0,1.100000024E0,3.079999924E1,9.935046196E0,2.500000000E0
8.346821895E2,6.517915250E1,2.533325053E1,-2.890725392E0,1.100000024E0,5.440000153E1,9.935046196E0,2.500000000E0
8.356820336E2,6.517915270E1,2.533326794E1,-3.117345324E0,1.100000024E0,9.830000305E1,9.935046196E0,2.500000000E0
8.366821449E2,6.517914834E1,2.533330113E1,-3.450832198E0,1.679999948E0,1.046999969E2,9.935046196E0,2.500000000E0
8.376817955E2,6.517913109E1,2.533330975E1,-3.240921906E0,1.950000048E0,1.578000031E2,9.935046196E0,2.500000000E0
8.386815786E2,6.517910818E1,2.533330488E1,-3.309148882E0,2.420000076E0,1.773999939E2,9.935046196E0,2.500000000E0
8.396818197E2,6.517908574E1,2.533330020E1,-3.111567946E0,2.369999886E0,1.801000061E2,9.935046196E0,2.500000000E0
8.406820103E2,6.517906234E1,2.533329505E1,-2.854477355E0,2.440000057E0,1.850000000E2,9.935046196E0,2.500000000E0
8.416822235E2,6.517903784E1,2.533329543E1,-2.944247836E0,2.559999943E0,1.786000061E2,9.935046196E0,2.500000000E0
8.426818282E2,6.517901455E1,2.533328655E1,-2.828393444E0,2.569999933E0,1.871000061E2,9.935046196E0,2.500000000E0
8.436821672E2,6.517899211E1,2.533327948E1,-3.190566433E0,2.539999962E0,1.838999939E2,9.935046196E0,2.500000000E0
8.446819542E2,6.517896990E1,2.533327141E1,-4.091985353E0,2.509999990E0,1.848999939E2,9.935046196E0,2.500000000E0
8.456823253E2,6.517894735E1,2.533326698E1,-4.103327647E0,2.519999981E0,1.835000000E2,9.935046196E0,2.500000000E0
8.466818124E2,6.517892610E1,2.533326294E1,-3.479721773E0,2.480000019E0,1.831999969E2,9.935046196E0,2.500000000E0
8.476820241E2,6.517890511E1,2.533325672E1,-3.136573034E0,2.470000029E0,1.841000061E2,9.935046196E0,2.500000000E0
8.486819986E2,6.517888339E1,2.533324575E1,-3.320280409E0,2.480000019E0,1.886000061E2,9.935046196E0,2.500000000E0
8.496822155E2,6.517886181E1,2.533323059E1,-3.809286596E0,2.480000019E0,1.881000061E2,9.935046196E0,2.500000000E0
8.506818934E2,6.517883951E1,2.533322292E1,-4.440136537E0,2.470000029E0,1.856999969E2,9.935046196E0,2.500000000E0
8.516820099E2,6.517881740E1,2.533322280E1,-4.587159285E0,2.480000019E0,1.801000061E2,9.935046196E0,2.500000000E0
8.526813904E2,6.517879656E1,2.533321629E1,-4.082572692E0,2.460000038E0,1.883999939E2,9.935046196E0,2.500000000E0
8.536814843E2,6.517877611E1,2.533321429E1,-3.887067366E0,2.450000048E0,1.806000061E2,9.935046196E0,2.500000000E0
8.546820080E2,6.517875566E1,2.533320539E1,-3.532811063E0,2.450000048E0,1.908000031E2,9.935046196E0,2.500000000E0
8.556813901E2,6.517873491E1,2.533319812E1,-3.254848211E0,2.430000067E0,1.861999969E2,9.935046196E0,2.500000000E0
8.566816064E2,6.517871364E1,2.533319032E1,-3.050737752E0,2.430000067E0,1.870000000E2,9.935046196E0,2.500000000E0
8.576822419E2,6.517869327E1,2.533317283E1,-2.945323643E0,2.430000067E0,1.963000031E2,9.935046196E0,2.500000000E0
